,method,score,std,test_points,freq,dpoints,building_id,model,splits
1,baseline_cyc,80.9181488408046,1.5464807427903473,1752,60,8760,311,RandomForestRegressor,4
2,frac,81.02385058039928,3.8098966152707634,1752,60,8760,311,RandomForestRegressor,4
3,frac_cyc,84.2049178381189,2.3076478373181684,1752,60,8760,311,RandomForestRegressor,4
4,domain,83.30295400615701,2.2352965810422236,1752,60,8760,311,RandomForestRegressor,4
0,baseline,-20.722511390837568,61.5948626966393,13995,15,69975,6,LinearRegression,4
1,baseline_cyc,17.277672066503186,17.45868881260034,13995,15,69975,6,LinearRegression,4
2,frac,17.394932414570135,27.630917374277868,13995,15,69975,6,LinearRegression,4
3,frac_cyc,22.76313374003513,14.928052985541244,13995,15,69975,6,LinearRegression,4
4,domain,20.859555188947137,15.788054400173637,13995,15,69975,6,LinearRegression,4
0,baseline,68.98151443820281,3.7820049868711925,13995,15,69975,6,RandomForestRegressor,4
1,baseline_cyc,51.33873260552169,6.67096348418652,13995,15,69975,6,RandomForestRegressor,4
2,frac,72.42451169389736,3.543822944240723,13995,15,69975,6,RandomForestRegressor,4
3,frac_cyc,71.19174866785596,3.4560501813343243,13995,15,69975,6,RandomForestRegressor,4
4,domain,71.60164486732066,3.24049652699988,13995,15,69975,6,RandomForestRegressor,4
0,baseline,92.04774850455678,2.2316158869531435,1752,60,8760,461,LinearRegression,4
1,baseline_cyc,92.03365941979857,1.8794808662442493,1752,60,8760,461,LinearRegression,4
2,frac,92.0722873086984,2.23746072205,1752,60,8760,461,LinearRegression,4
3,frac_cyc,90.01922972854403,2.516699420775365,1752,60,8760,461,LinearRegression,4
4,domain,89.29437476178403,3.528583297452325,1752,60,8760,461,LinearRegression,4
0,baseline,94.20011828043764,0.9724454775945315,1752,60,8760,461,RandomForestRegressor,4
1,baseline_cyc,94.88286032449724,1.2448821041762603,1752,60,8760,461,RandomForestRegressor,4
2,frac,94.38436512557988,1.5057584901401855,1752,60,8760,461,RandomForestRegressor,4
3,frac_cyc,94.42783028417522,1.4532471086543455,1752,60,8760,461,RandomForestRegressor,4
4,domain,94.1517014111695,1.4752574736067,1752,60,8760,461,RandomForestRegressor,4
0,baseline,80.01768976060967,5.640813943926212,1752,60,8760,307,LinearRegression,4
1,baseline_cyc,73.62344908969459,10.449155306239154,1752,60,8760,307,LinearRegression,4
2,frac,79.73087157625415,5.29088555490971,1752,60,8760,307,LinearRegression,4
3,frac_cyc,61.96121889046283,17.781457762721498,1752,60,8760,307,LinearRegression,4
4,domain,67.28765977663092,11.255360256061097,1752,60,8760,307,LinearRegression,4
0,baseline,86.75780752720749,7.139267884335327,1752,60,8760,307,RandomForestRegressor,4
1,baseline_cyc,86.27609582658167,5.2826011493593565,1752,60,8760,307,RandomForestRegressor,4
2,frac,87.26855997731647,6.232236223033548,1752,60,8760,307,RandomForestRegressor,4
3,frac_cyc,87.73041323404712,4.763914461681936,1752,60,8760,307,RandomForestRegressor,4
4,domain,87.39096213333602,5.5383775828970725,1752,60,8760,307,RandomForestRegressor,4
0,baseline,-1.6310336187334435,64.39570130986344,10182,15,50913,4,LinearRegression,4
1,baseline_cyc,-88.6935984224888,65.22396346308624,10182,15,50913,4,LinearRegression,4
2,frac,-56.681811259104784,23.27863436604251,10182,15,50913,4,LinearRegression,4
3,frac_cyc,-130.40235886664806,127.5228618547637,10182,15,50913,4,LinearRegression,4
4,domain,-113.40279403216962,100.80085733725683,10182,15,50913,4,LinearRegression,4
0,baseline,-0.2717137090582149,34.07183247576494,10182,15,50913,4,RandomForestRegressor,4
1,baseline_cyc,-73.49764637736345,51.61022082434941,10182,15,50913,4,RandomForestRegressor,4
2,frac,-74.96830909214611,55.9729812967867,10182,15,50913,4,RandomForestRegressor,4
3,frac_cyc,-61.29698719787393,55.534165118008914,10182,15,50913,4,RandomForestRegressor,4
4,domain,-71.35129509506073,55.082178732281825,10182,15,50913,4,RandomForestRegressor,4
0,baseline,67.06295881564516,5.740149433331108,1752,60,8760,313,LinearRegression,4
1,baseline_cyc,75.22687163391875,7.960417259392969,1752,60,8760,313,LinearRegression,4
2,frac,67.15035495422276,5.772446279810399,1752,60,8760,313,LinearRegression,4
3,frac_cyc,73.80950879626764,6.956337842710957,1752,60,8760,313,LinearRegression,4
4,domain,74.74033434826958,8.132982879055954,1752,60,8760,313,LinearRegression,4
0,baseline,70.90614672617663,11.070829039424257,1752,60,8760,313,RandomForestRegressor,4
1,baseline_cyc,73.36725070840133,8.500974172115761,1752,60,8760,313,RandomForestRegressor,4
2,frac,71.42412783269177,9.416060530501518,1752,60,8760,313,RandomForestRegressor,4
3,frac_cyc,74.10663337791287,7.292424389922783,1752,60,8760,313,RandomForestRegressor,4
4,domain,73.76041310976807,7.858422702117492,1752,60,8760,313,RandomForestRegressor,4
0,baseline,90.245718491834,2.72755545153375,1752,60,8760,475,LinearRegression,4
1,baseline_cyc,90.7209044060472,1.2277035185782852,1752,60,8760,475,LinearRegression,4
2,frac,90.28387162603481,2.666144550649104,1752,60,8760,475,LinearRegression,4
3,frac_cyc,90.14421198599709,1.8379553618289153,1752,60,8760,475,LinearRegression,4
4,domain,90.13505050295795,1.6757839484108594,1752,60,8760,475,LinearRegression,4
0,baseline,94.18312098178583,1.0802112424200765,1752,60,8760,475,RandomForestRegressor,4
1,baseline_cyc,93.37867514057092,1.90724333708329,1752,60,8760,475,RandomForestRegressor,4
2,frac,93.93414134936006,1.0603802093861885,1752,60,8760,475,RandomForestRegressor,4
3,frac_cyc,93.45036508270499,0.6080792800029686,1752,60,8760,475,RandomForestRegressor,4
4,domain,93.71080241168693,0.9679776644653849,1752,60,8760,475,RandomForestRegressor,4
0,baseline,63.27886446816493,5.098590343342703,19276,15,96380,21,LinearRegression,4
1,baseline_cyc,69.72669898737355,3.364523412182381,19276,15,96380,21,LinearRegression,4
2,frac,61.17089013168615,5.296684923269878,19276,15,96380,21,LinearRegression,4
3,frac_cyc,69.85571193613309,3.3641627355404213,19276,15,96380,21,LinearRegression,4
4,domain,69.84387743194029,3.356893721645429,19276,15,96380,21,LinearRegression,4
0,baseline,82.15340657416667,3.120049811233691,19276,15,96380,21,RandomForestRegressor,4
1,baseline_cyc,80.3188877609199,2.567262721546566,19276,15,96380,21,RandomForestRegressor,4
2,frac,80.50031729068796,2.6393611250431164,19276,15,96380,21,RandomForestRegressor,4
3,frac_cyc,82.25790837489171,3.096110492686088,19276,15,96380,21,RandomForestRegressor,4
4,domain,82.23445270412672,3.1308784065579958,19276,15,96380,21,RandomForestRegressor,4
0,baseline,55.67187813676616,27.02098332340058,1752,60,8760,449,LinearRegression,4
1,baseline_cyc,77.04810119943083,4.996131007450045,1752,60,8760,449,LinearRegression,4
2,frac,55.703222257429374,27.008729786581497,1752,60,8760,449,LinearRegression,4
3,frac_cyc,76.28619330653052,5.683336335525529,1752,60,8760,449,LinearRegression,4
4,domain,76.92992478628418,5.504210711896642,1752,60,8760,449,LinearRegression,4
0,baseline,76.64600166884918,6.043809468698846,1752,60,8760,449,RandomForestRegressor,4
1,baseline_cyc,77.46797378416281,7.583659553388676,1752,60,8760,449,RandomForestRegressor,4
2,frac,78.71756704281313,6.883657349201253,1752,60,8760,449,RandomForestRegressor,4
3,frac_cyc,81.64834748120293,3.967394878205137,1752,60,8760,449,RandomForestRegressor,4
4,domain,81.63567831709557,3.927789238225902,1752,60,8760,449,RandomForestRegressor,4
0,baseline,-219.31658794446625,356.8091406666434,7317,15,36588,35,LinearRegression,4
1,baseline_cyc,-150.84351183265665,331.8370088962675,7317,15,36588,35,LinearRegression,4
2,frac,-244.3391999005031,396.2126779207658,7317,15,36588,35,LinearRegression,4
3,frac_cyc,-141.09118299593266,327.7652570134904,7317,15,36588,35,LinearRegression,4
4,domain,-140.27011397704217,327.21695268596,7317,15,36588,35,LinearRegression,4
0,baseline,-88.04865484110786,251.3236635039435,7317,15,36588,35,RandomForestRegressor,4
1,baseline_cyc,-96.34957438152965,267.408183444582,7317,15,36588,35,RandomForestRegressor,4
2,frac,-91.3036603734909,255.15142097470152,7317,15,36588,35,RandomForestRegressor,4
3,frac_cyc,-80.78736674099304,241.66290503953164,7317,15,36588,35,RandomForestRegressor,4
4,domain,-78.65354483960675,239.77556965024993,7317,15,36588,35,RandomForestRegressor,4
0,baseline,-171.5189678109416,206.32465771698506,1752,60,8760,105,LinearRegression,4
1,baseline_cyc,-233.14192607824458,159.57366018133948,1752,60,8760,105,LinearRegression,4
2,frac,-260.56558908174895,209.56650999877988,1752,60,8760,105,LinearRegression,4
3,frac_cyc,-290.5826895881288,215.30621211744509,1752,60,8760,105,LinearRegression,4
4,domain,-337.6823029867099,292.60937699072787,1752,60,8760,105,LinearRegression,4
0,baseline,-176.51328600595707,198.68067670120334,1752,60,8760,105,RandomForestRegressor,4
1,baseline_cyc,-182.67378337531983,186.45907208384892,1752,60,8760,105,RandomForestRegressor,4
2,frac,-204.3226863071407,229.1960971310055,1752,60,8760,105,RandomForestRegressor,4
3,frac_cyc,-203.42825074321613,224.69749426915956,1752,60,8760,105,RandomForestRegressor,4
4,domain,-205.03531836827514,230.63459461955492,1752,60,8760,105,RandomForestRegressor,4
0,baseline,-11.179085357637735,18.656369280896293,1752,60,8760,111,LinearRegression,4
1,baseline_cyc,-85.94292236430196,122.76792247397616,1752,60,8760,111,LinearRegression,4
2,frac,-11.348805415146291,18.994811630517347,1752,60,8760,111,LinearRegression,4
3,frac_cyc,-79.01894355427441,111.85182530145168,1752,60,8760,111,LinearRegression,4
4,domain,-89.1287756825917,132.75146883588147,1752,60,8760,111,LinearRegression,4
0,baseline,56.810905476357505,5.138901419727157,1752,60,8760,111,RandomForestRegressor,4
1,baseline_cyc,38.8772332037471,6.836181580829104,1752,60,8760,111,RandomForestRegressor,4
2,frac,55.82718227032868,6.316984420398604,1752,60,8760,111,RandomForestRegressor,4
3,frac_cyc,54.986660992543904,6.990046704674252,1752,60,8760,111,RandomForestRegressor,4
4,domain,58.552150762981235,3.6898105372715193,1752,60,8760,111,RandomForestRegressor,4
0,baseline,51.46289395168048,15.543118518370667,1752,60,8760,139,LinearRegression,4
1,baseline_cyc,65.44466492505046,8.219400066990202,1752,60,8760,139,LinearRegression,4
2,frac,51.67237878832517,15.224519027531585,1752,60,8760,139,LinearRegression,4
3,frac_cyc,41.03800957493945,37.420134993162876,1752,60,8760,139,LinearRegression,4
4,domain,45.901316088464775,30.034890356027226,1752,60,8760,139,LinearRegression,4
0,baseline,72.27184497893771,8.6405673086416,1752,60,8760,139,RandomForestRegressor,4
1,baseline_cyc,60.879802277654804,11.222574992777252,1752,60,8760,139,RandomForestRegressor,4
2,frac,71.52178460739005,7.932691521882837,1752,60,8760,139,RandomForestRegressor,4
3,frac_cyc,68.76568366338617,6.915267914227553,1752,60,8760,139,RandomForestRegressor,4
4,domain,69.01459398025384,7.845553853872437,1752,60,8760,139,RandomForestRegressor,4
0,baseline,91.3586275175128,2.1233912048872186,1752,60,8760,515,LinearRegression,4
1,baseline_cyc,93.76201369959094,1.5005358377558018,1752,60,8760,515,LinearRegression,4
2,frac,91.39130790948181,2.022828851582782,1752,60,8760,515,LinearRegression,4
3,frac_cyc,90.2684219433333,5.085118783447385,1752,60,8760,515,LinearRegression,4
4,domain,91.224434112316,3.495856791310004,1752,60,8760,515,LinearRegression,4
0,baseline,95.02068210133069,1.3011900435436974,1752,60,8760,515,RandomForestRegressor,4
1,baseline_cyc,94.06449786973675,1.7765711397315291,1752,60,8760,515,RandomForestRegressor,4
2,frac,95.10338760262172,1.4610040913921023,1752,60,8760,515,RandomForestRegressor,4
3,frac_cyc,95.20630605170356,1.6583944209317956,1752,60,8760,515,RandomForestRegressor,4
4,domain,95.13496213160224,1.3940266322757635,1752,60,8760,515,RandomForestRegressor,4
0,baseline,40.984900626678936,10.70292124414634,1752,60,8760,273,LinearRegression,4
1,baseline_cyc,55.57311815489935,9.270651647870897,1752,60,8760,273,LinearRegression,4
2,frac,41.08067627894416,10.63940808882834,1752,60,8760,273,LinearRegression,4
3,frac_cyc,38.137601754282905,39.95112593633882,1752,60,8760,273,LinearRegression,4
4,domain,44.80709086345743,25.121141970829616,1752,60,8760,273,LinearRegression,4
0,baseline,83.33736252178204,2.4758401601196107,1752,60,8760,273,RandomForestRegressor,4
1,baseline_cyc,80.99937639471628,4.158073812034184,1752,60,8760,273,RandomForestRegressor,4
2,frac,82.92988929857077,2.783653597429807,1752,60,8760,273,RandomForestRegressor,4
3,frac_cyc,83.68807156462428,1.7845015692331472,1752,60,8760,273,RandomForestRegressor,4
4,domain,83.5765227486813,1.1398258423135281,1752,60,8760,273,RandomForestRegressor,4
0,baseline,48.93869134324126,31.64094485330919,1752,60,8760,267,LinearRegression,4
1,baseline_cyc,60.88987114422601,15.876258309204262,1752,60,8760,267,LinearRegression,4
2,frac,47.47591090629548,29.89234588641114,1752,60,8760,267,LinearRegression,4
3,frac_cyc,45.49610295074197,20.568091139055802,1752,60,8760,267,LinearRegression,4
4,domain,43.51143127563581,22.906410484177478,1752,60,8760,267,LinearRegression,4
0,baseline,80.36588491256614,7.669035805931075,1752,60,8760,267,RandomForestRegressor,4
1,baseline_cyc,75.35999100443651,4.253099216560545,1752,60,8760,267,RandomForestRegressor,4
2,frac,80.58171601380114,7.156708432304108,1752,60,8760,267,RandomForestRegressor,4
3,frac_cyc,83.74188461594468,6.281884214371254,1752,60,8760,267,RandomForestRegressor,4
4,domain,83.39333124981877,6.1639710453711025,1752,60,8760,267,RandomForestRegressor,4
0,baseline,85.51930198695689,1.7869181595543921,1752,60,8760,501,LinearRegression,4
1,baseline_cyc,88.88436768010081,0.39126022192555376,1752,60,8760,501,LinearRegression,4
2,frac,85.55485443448325,1.7381821242956492,1752,60,8760,501,LinearRegression,4
3,frac_cyc,88.53562812185797,0.7512719187479143,1752,60,8760,501,LinearRegression,4
4,domain,89.04026128019488,0.33385820489160484,1752,60,8760,501,LinearRegression,4
0,baseline,92.47105742552144,0.8902029336454347,1752,60,8760,501,RandomForestRegressor,4
1,baseline_cyc,89.73221600155149,0.9404187484572053,1752,60,8760,501,RandomForestRegressor,4
2,frac,92.46401513153111,0.6983718765554034,1752,60,8760,501,RandomForestRegressor,4
3,frac_cyc,92.14317822491707,0.5558668802296434,1752,60,8760,501,RandomForestRegressor,4
4,domain,92.11559419081692,0.2710727369163228,1752,60,8760,501,RandomForestRegressor,4
0,baseline,92.35460466055258,1.517188779419697,1752,60,8760,529,LinearRegression,4
1,baseline_cyc,94.59187459040177,1.5693534837856673,1752,60,8760,529,LinearRegression,4
2,frac,92.35519450338327,1.492330976053259,1752,60,8760,529,LinearRegression,4
3,frac_cyc,88.5883544677326,9.933623765610482,1752,60,8760,529,LinearRegression,4
4,domain,88.17728928452003,10.141127999026994,1752,60,8760,529,LinearRegression,4
0,baseline,95.59370664582767,1.2670624489994629,1752,60,8760,529,RandomForestRegressor,4
1,baseline_cyc,94.84873524921427,1.2057149828742904,1752,60,8760,529,RandomForestRegressor,4
2,frac,95.61819345311659,1.2284935577629519,1752,60,8760,529,RandomForestRegressor,4
3,frac_cyc,95.23931039839884,1.4182107552240582,1752,60,8760,529,RandomForestRegressor,4
4,domain,95.43865715568262,1.3138887242319763,1752,60,8760,529,RandomForestRegressor,4
0,baseline,65.90350080104996,28.894653151232898,1752,60,8760,298,LinearRegression,4
1,baseline_cyc,70.11580343771821,11.816716350111433,1752,60,8760,298,LinearRegression,4
2,frac,65.9710592855318,28.90044150962509,1752,60,8760,298,LinearRegression,4
3,frac_cyc,60.828268162988635,25.376581169820493,1752,60,8760,298,LinearRegression,4
4,domain,63.57274807797019,20.90475920351437,1752,60,8760,298,LinearRegression,4
0,baseline,77.98062322706302,10.40545266270452,1752,60,8760,298,RandomForestRegressor,4
1,baseline_cyc,73.3678797031572,15.486972360197386,1752,60,8760,298,RandomForestRegressor,4
2,frac,76.4700004770763,10.925847867924885,1752,60,8760,298,RandomForestRegressor,4
3,frac_cyc,79.63577038525072,5.669386273303288,1752,60,8760,298,RandomForestRegressor,4
4,domain,80.16491753767991,6.661212590983416,1752,60,8760,298,RandomForestRegressor,4
0,baseline,72.07970509290769,1.8172365820338234,1752,60,8760,299,LinearRegression,4
1,baseline_cyc,76.57087766778969,2.606577476782166,1752,60,8760,299,LinearRegression,4
2,frac,72.08184071546825,1.8174646149437808,1752,60,8760,299,LinearRegression,4
3,frac_cyc,69.26378626124702,14.403007473229541,1752,60,8760,299,LinearRegression,4
4,domain,66.82237023463651,15.999773331031623,1752,60,8760,299,LinearRegression,4
0,baseline,89.44374803784628,5.151892059978555,1752,60,8760,299,RandomForestRegressor,4
1,baseline_cyc,84.52145509794494,4.01062774733345,1752,60,8760,299,RandomForestRegressor,4
2,frac,88.4440306894569,4.968205070318083,1752,60,8760,299,RandomForestRegressor,4
3,frac_cyc,88.16541008704681,4.20148048089485,1752,60,8760,299,RandomForestRegressor,4
4,domain,89.23367783143249,3.971264801339001,1752,60,8760,299,RandomForestRegressor,4
0,baseline,-276.46530161497424,35.984909043787034,1752,60,8760,528,LinearRegression,4
1,baseline_cyc,-193.20967898383645,43.296252382752414,1752,60,8760,528,LinearRegression,4
2,frac,-276.15835219833366,37.74592989053594,1752,60,8760,528,LinearRegression,4
3,frac_cyc,-193.0915803548537,34.94977190532748,1752,60,8760,528,LinearRegression,4
4,domain,-188.1684178484561,38.81958018164864,1752,60,8760,528,LinearRegression,4
0,baseline,38.75793824960266,40.917486560385,1752,60,8760,528,RandomForestRegressor,4
1,baseline_cyc,-11.120241022856593,36.77845951453425,1752,60,8760,528,RandomForestRegressor,4
2,frac,42.220748970481296,33.92403624253351,1752,60,8760,528,RandomForestRegressor,4
3,frac_cyc,34.75123685625563,35.4461616641873,1752,60,8760,528,RandomForestRegressor,4
4,domain,34.91517359433952,42.12130656870725,1752,60,8760,528,RandomForestRegressor,4
0,baseline,60.353022777992614,3.6076126026719026,1752,60,8760,266,LinearRegression,4
1,baseline_cyc,64.02149713045046,10.973540356029716,1752,60,8760,266,LinearRegression,4
2,frac,60.79675768515824,4.473371541674516,1752,60,8760,266,LinearRegression,4
3,frac_cyc,60.9357729499774,12.468419962921852,1752,60,8760,266,LinearRegression,4
4,domain,55.77648908805256,13.666584745289097,1752,60,8760,266,LinearRegression,4
0,baseline,78.77055696006873,2.1808963042939373,1752,60,8760,266,RandomForestRegressor,4
1,baseline_cyc,71.25962143568972,6.153185951630282,1752,60,8760,266,RandomForestRegressor,4
2,frac,76.80568115700278,3.2655863528789197,1752,60,8760,266,RandomForestRegressor,4
3,frac_cyc,75.39527048606554,6.476031698953037,1752,60,8760,266,RandomForestRegressor,4
4,domain,74.15357367408355,5.716070924494635,1752,60,8760,266,RandomForestRegressor,4
0,baseline,89.9708237777318,1.7870571711670842,1752,60,8760,500,LinearRegression,4
1,baseline_cyc,93.60642689079572,1.0408508605227131,1752,60,8760,500,LinearRegression,4
2,frac,90.00153080551911,1.7976029169321182,1752,60,8760,500,LinearRegression,4
3,frac_cyc,92.41479563008613,2.6468758534904353,1752,60,8760,500,LinearRegression,4
4,domain,92.21774685485155,2.6317890448785564,1752,60,8760,500,LinearRegression,4
